codepoint	ascii	comment
0x0001a6	"--null--"	" Ʀ  LATIN LETTER YR"
0x0001a7	"--null--"	" Ƨ  LATIN CAPITAL LETTER TONE TWO"
0x0001a8	"--null--"	" ƨ  LATIN SMALL LETTER TONE TWO"
0x0001a9	"--null--"	" Ʃ  LATIN CAPITAL LETTER ESH"
0x0001aa	"--null--"	" ƪ  LATIN LETTER REVERSED ESH LOOP"
0x0001ab	"t"	" ƫ  LATIN SMALL LETTER T WITH PALATAL HOOK"
0x0001ac	"T"	" Ƭ  LATIN CAPITAL LETTER T WITH HOOK"
0x0001ad	"t"	" ƭ  LATIN SMALL LETTER T WITH HOOK"
0x0001ae	"T"	" Ʈ  LATIN CAPITAL LETTER T WITH RETROFLEX HOOK"
0x0001af	"U"	" Ư  LATIN CAPITAL LETTER U WITH HORN"
0x0001b0	"u"	" ư  LATIN SMALL LETTER U WITH HORN"
0x0001b1	"--null--"	" Ʊ  LATIN CAPITAL LETTER UPSILON"
0x0001b2	"V"	" Ʋ  LATIN CAPITAL LETTER V WITH HOOK"
0x0001b3	"Y"	" Ƴ  LATIN CAPITAL LETTER Y WITH HOOK"
0x0001b4	"y"	" ƴ  LATIN SMALL LETTER Y WITH HOOK"
0x0001b5	"Z"	" Ƶ  LATIN CAPITAL LETTER Z WITH STROKE"
0x0001b6	"z"	" ƶ  LATIN SMALL LETTER Z WITH STROKE"
0x0001b7	"--null--"	" Ʒ  LATIN CAPITAL LETTER EZH"
0x0001b8	"--null--"	" Ƹ  LATIN CAPITAL LETTER EZH REVERSED"
0x0001b9	"--null--"	" ƹ  LATIN SMALL LETTER EZH REVERSED"
0x0001ba	"--null--"	" ƺ  LATIN SMALL LETTER EZH WITH TAIL"
0x0001bb	"--null--"	" ƻ  LATIN LETTER TWO WITH STROKE"
0x0001bc	"--null--"	" Ƽ  LATIN CAPITAL LETTER TONE FIVE"
0x0001bd	"--null--"	" ƽ  LATIN SMALL LETTER TONE FIVE"
0x0001be	"--null--"	" ƾ  LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE"
0x0001bf	"--null--"	" ƿ  LATIN LETTER WYNN"
0x0001c0	"--null--"	" ǀ  LATIN LETTER DENTAL CLICK"
0x0001c1	"--null--"	" ǁ  LATIN LETTER LATERAL CLICK"
0x0001c2	"--null--"	" ǂ  LATIN LETTER ALVEOLAR CLICK"
0x0001c3	"--null--"	" ǃ  LATIN LETTER RETROFLEX CLICK"
0x0001c4	"--null--"	" Ǆ  LATIN CAPITAL LETTER DZ WITH CARON"
0x0001c5	"--null--"	" ǅ  LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON"
0x0001c6	"--null--"	" ǆ  LATIN SMALL LETTER DZ WITH CARON"
0x0001c7	"LJ"	" Ǉ  LATIN CAPITAL LETTER LJ"
0x0001c8	"Lj"	" ǈ  LATIN CAPITAL LETTER L WITH SMALL LETTER J"
0x0001c9	"lj"	" ǉ  LATIN SMALL LETTER LJ"
0x0001ca	"NJ"	" Ǌ  LATIN CAPITAL LETTER NJ"
0x0001cb	"Nj"	" ǋ  LATIN CAPITAL LETTER N WITH SMALL LETTER J"
0x0001cc	"nj"	" ǌ  LATIN SMALL LETTER NJ"
0x0001cd	"A"	" Ǎ  LATIN CAPITAL LETTER A WITH CARON"
0x0001ce	"a"	" ǎ  LATIN SMALL LETTER A WITH CARON"
0x0001cf	"I"	" Ǐ  LATIN CAPITAL LETTER I WITH CARON"
0x0001d0	"i"	" ǐ  LATIN SMALL LETTER I WITH CARON"
0x0001d1	"O"	" Ǒ  LATIN CAPITAL LETTER O WITH CARON"
0x0001d2	"o"	" ǒ  LATIN SMALL LETTER O WITH CARON"
0x0001d3	"U"	" Ǔ  LATIN CAPITAL LETTER U WITH CARON"
0x0001d4	"u"	" ǔ  LATIN SMALL LETTER U WITH CARON"
0x0001d5	"U"	" Ǖ  LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON"
0x0001d6	"u"	" ǖ  LATIN SMALL LETTER U WITH DIAERESIS AND MACRON"
0x0001d7	"U"	" Ǘ  LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE"
0x0001d8	"u"	" ǘ  LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE"
0x0001d9	"U"	" Ǚ  LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON"
0x0001da	"u"	" ǚ  LATIN SMALL LETTER U WITH DIAERESIS AND CARON"
0x0001db	"U"	" Ǜ  LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE"
0x0001dc	"u"	" ǜ  LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE"
0x0001dd	"--null--"	" ǝ  LATIN SMALL LETTER TURNED E"
0x0001de	"A"	" Ǟ  LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON"
0x0001df	"a"	" ǟ  LATIN SMALL LETTER A WITH DIAERESIS AND MACRON"
0x0001e0	"A"	" Ǡ  LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON"
0x0001e1	"a"	" ǡ  LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON"
0x0001e2	"AE"	" Ǣ  LATIN CAPITAL LETTER AE WITH MACRON"
0x0001e3	"ae"	" ǣ  LATIN SMALL LETTER AE WITH MACRON"
0x0001e4	"G"	" Ǥ  LATIN CAPITAL LETTER G WITH STROKE"
0x0001e5	"g"	" ǥ  LATIN SMALL LETTER G WITH STROKE"
0x0001e6	"G"	" Ǧ  LATIN CAPITAL LETTER G WITH CARON"
0x0001e7	"g"	" ǧ  LATIN SMALL LETTER G WITH CARON"
0x0001e8	"K"	" Ǩ  LATIN CAPITAL LETTER K WITH CARON"
0x0001e9	"k"	" ǩ  LATIN SMALL LETTER K WITH CARON"
0x0001ea	"O"	" Ǫ  LATIN CAPITAL LETTER O WITH OGONEK"
0x0001eb	"o"	" ǫ  LATIN SMALL LETTER O WITH OGONEK"
0x0001ec	"O"	" Ǭ  LATIN CAPITAL LETTER O WITH OGONEK AND MACRON"
0x0001ed	"o"	" ǭ  LATIN SMALL LETTER O WITH OGONEK AND MACRON"
0x0001ee	"--null--"	" Ǯ  LATIN CAPITAL LETTER EZH WITH CARON"
0x0001ef	"--null--"	" ǯ  LATIN SMALL LETTER EZH WITH CARON"
0x0001f0	"j"	" ǰ  LATIN SMALL LETTER J WITH CARON"
0x0001f1	"DZ"	" Ǳ  LATIN CAPITAL LETTER DZ"
0x0001f2	"Dz"	" ǲ  LATIN CAPITAL LETTER D WITH SMALL LETTER Z"
0x0001f3	"dz"	" ǳ  LATIN SMALL LETTER DZ"
0x0001f4	"G"	" Ǵ  LATIN CAPITAL LETTER G WITH ACUTE"
0x0001f5	"g"	" ǵ  LATIN SMALL LETTER G WITH ACUTE"
0x0001f6	"--null--"	" Ƕ  LATIN CAPITAL LETTER HWAIR"
0x0001f7	"--null--"	" Ƿ  LATIN CAPITAL LETTER WYNN"
0x0001f8	"N"	" Ǹ  LATIN CAPITAL LETTER N WITH GRAVE"
0x0001f9	"n"	" ǹ  LATIN SMALL LETTER N WITH GRAVE"
0x0001fa	"A"	" Ǻ  LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE"
0x0001fb	"a"	" ǻ  LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE"
0x0001fc	"AE"	" Ǽ  LATIN CAPITAL LETTER AE WITH ACUTE"
0x0001fd	"ae"	" ǽ  LATIN SMALL LETTER AE WITH ACUTE"
0x0001fe	"O"	" Ǿ  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE"
0x0001ff	"o"	" ǿ  LATIN SMALL LETTER O WITH STROKE AND ACUTE"
0x000200	"A"	" Ȁ  LATIN CAPITAL LETTER A WITH DOUBLE GRAVE"
0x000201	"a"	" ȁ  LATIN SMALL LETTER A WITH DOUBLE GRAVE"
0x000202	"A"	" Ȃ  LATIN CAPITAL LETTER A WITH INVERTED BREVE"
0x000203	"a"	" ȃ  LATIN SMALL LETTER A WITH INVERTED BREVE"
0x000204	"E"	" Ȅ  LATIN CAPITAL LETTER E WITH DOUBLE GRAVE"
0x000205	"e"	" ȅ  LATIN SMALL LETTER E WITH DOUBLE GRAVE"
0x000206	"E"	" Ȇ  LATIN CAPITAL LETTER E WITH INVERTED BREVE"
0x000207	"e"	" ȇ  LATIN SMALL LETTER E WITH INVERTED BREVE"
0x000208	"I"	" Ȉ  LATIN CAPITAL LETTER I WITH DOUBLE GRAVE"
0x000209	"i"	" ȉ  LATIN SMALL LETTER I WITH DOUBLE GRAVE"
0x00020a	"I"	" Ȋ  LATIN CAPITAL LETTER I WITH INVERTED BREVE"
0x00020b	"i"	" ȋ  LATIN SMALL LETTER I WITH INVERTED BREVE"
0x00020c	"O"	" Ȍ  LATIN CAPITAL LETTER O WITH DOUBLE GRAVE"
0x00020d	"o"	" ȍ  LATIN SMALL LETTER O WITH DOUBLE GRAVE"
0x00020e	"O"	" Ȏ  LATIN CAPITAL LETTER O WITH INVERTED BREVE"
0x00020f	"o"	" ȏ  LATIN SMALL LETTER O WITH INVERTED BREVE"
0x000210	"R"	" Ȑ  LATIN CAPITAL LETTER R WITH DOUBLE GRAVE"
0x000211	"r"	" ȑ  LATIN SMALL LETTER R WITH DOUBLE GRAVE"
0x000212	"R"	" Ȓ  LATIN CAPITAL LETTER R WITH INVERTED BREVE"
0x000213	"r"	" ȓ  LATIN SMALL LETTER R WITH INVERTED BREVE"
0x000214	"U"	" Ȕ  LATIN CAPITAL LETTER U WITH DOUBLE GRAVE"
0x000215	"u"	" ȕ  LATIN SMALL LETTER U WITH DOUBLE GRAVE"
0x000216	"U"	" Ȗ  LATIN CAPITAL LETTER U WITH INVERTED BREVE"
0x000217	"u"	" ȗ  LATIN SMALL LETTER U WITH INVERTED BREVE"
0x000218	"S"	" Ș  LATIN CAPITAL LETTER S WITH COMMA BELOW"
0x000219	"s"	" ș  LATIN SMALL LETTER S WITH COMMA BELOW"
0x00021a	"T"	" Ț  LATIN CAPITAL LETTER T WITH COMMA BELOW"
0x00021b	"t"	" ț  LATIN SMALL LETTER T WITH COMMA BELOW"
0x00021c	"--null--"	" Ȝ  LATIN CAPITAL LETTER YOGH"
0x00021d	"--null--"	" ȝ  LATIN SMALL LETTER YOGH"
0x00021e	"H"	" Ȟ  LATIN CAPITAL LETTER H WITH CARON"
0x00021f	"h"	" ȟ  LATIN SMALL LETTER H WITH CARON"
0x000220	"--null--"	" Ƞ  LATIN CAPITAL LETTER N WITH LONG RIGHT LEG"
0x000221	"d"	" ȡ  LATIN SMALL LETTER D WITH CURL"
0x000222	"--null--"	" Ȣ  LATIN CAPITAL LETTER OU"
0x000223	"--null--"	" ȣ  LATIN SMALL LETTER OU"
0x000224	"Z"	" Ȥ  LATIN CAPITAL LETTER Z WITH HOOK"
0x000225	"z"	" ȥ  LATIN SMALL LETTER Z WITH HOOK"
0x000226	"A"	" Ȧ  LATIN CAPITAL LETTER A WITH DOT ABOVE"
0x000227	"a"	" ȧ  LATIN SMALL LETTER A WITH DOT ABOVE"
0x000228	"E"	" Ȩ  LATIN CAPITAL LETTER E WITH CEDILLA"
0x000229	"e"	" ȩ  LATIN SMALL LETTER E WITH CEDILLA"
0x00022a	"O"	" Ȫ  LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON"
0x00022b	"o"	" ȫ  LATIN SMALL LETTER O WITH DIAERESIS AND MACRON"
0x00022c	"O"	" Ȭ  LATIN CAPITAL LETTER O WITH TILDE AND MACRON"
0x00022d	"o"	" ȭ  LATIN SMALL LETTER O WITH TILDE AND MACRON"
0x00022e	"O"	" Ȯ  LATIN CAPITAL LETTER O WITH DOT ABOVE"
0x00022f	"o"	" ȯ  LATIN SMALL LETTER O WITH DOT ABOVE"
0x000230	"O"	" Ȱ  LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON"
0x000231	"o"	" ȱ  LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON"
0x000232	"Y"	" Ȳ  LATIN CAPITAL LETTER Y WITH MACRON"
0x000233	"y"	" ȳ  LATIN SMALL LETTER Y WITH MACRON"
0x000234	"l"	" ȴ  LATIN SMALL LETTER L WITH CURL"
0x000235	"n"	" ȵ  LATIN SMALL LETTER N WITH CURL"
0x000236	"t"	" ȶ  LATIN SMALL LETTER T WITH CURL"
0x000237	"j"	" ȷ  LATIN SMALL LETTER DOTLESS J"
0x000238	"db"	" ȸ  LATIN SMALL LETTER DB DIGRAPH"
0x000239	"qp"	" ȹ  LATIN SMALL LETTER QP DIGRAPH"
0x00023a	"A"	" Ⱥ  LATIN CAPITAL LETTER A WITH STROKE"
0x00023b	"C"	" Ȼ  LATIN CAPITAL LETTER C WITH STROKE"
0x00023c	"c"	" ȼ  LATIN SMALL LETTER C WITH STROKE"
0x00023d	"L"	" Ƚ  LATIN CAPITAL LETTER L WITH BAR"
0x00023e	"T"	" Ⱦ  LATIN CAPITAL LETTER T WITH DIAGONAL STROKE"
0x00023f	"s"	" ȿ  LATIN SMALL LETTER S WITH SWASH TAIL"
0x000240	"z"	" ɀ  LATIN SMALL LETTER Z WITH SWASH TAIL"
0x000241	"--null--"	" Ɂ  LATIN CAPITAL LETTER GLOTTAL STOP"
0x000242	"--null--"	" ɂ  LATIN SMALL LETTER GLOTTAL STOP"
0x000243	"B"	" Ƀ  LATIN CAPITAL LETTER B WITH STROKE"
0x000244	"U"	" Ʉ  LATIN CAPITAL LETTER U BAR"
0x000245	"--null--"	" Ʌ  LATIN CAPITAL LETTER TURNED V"
0x000246	"E"	" Ɇ  LATIN CAPITAL LETTER E WITH STROKE"
0x000247	"e"	" ɇ  LATIN SMALL LETTER E WITH STROKE"
0x000248	"J"	" Ɉ  LATIN CAPITAL LETTER J WITH STROKE"
0x000249	"j"	" ɉ  LATIN SMALL LETTER J WITH STROKE"
0x00024a	"--null--"	" Ɋ  LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL"
0x00024b	"--null--"	" ɋ  LATIN SMALL LETTER Q WITH HOOK TAIL"
0x00024c	"R"	" Ɍ  LATIN CAPITAL LETTER R WITH STROKE"
0x00024d	"r"	" ɍ  LATIN SMALL LETTER R WITH STROKE"
0x00024e	"Y"	" Ɏ  LATIN CAPITAL LETTER Y WITH STROKE"
0x00024f	"y"	" ɏ  LATIN SMALL LETTER Y WITH STROKE"
0x000250	"--null--"	" ɐ  LATIN SMALL LETTER TURNED A"
0x000251	"--null--"	" ɑ  LATIN SMALL LETTER ALPHA"
0x000252	"--null--"	" ɒ  LATIN SMALL LETTER TURNED ALPHA"
0x000253	"b"	" ɓ  LATIN SMALL LETTER B WITH HOOK"
0x000254	"--null--"	" ɔ  LATIN SMALL LETTER OPEN O"
0x000255	"c"	" ɕ  LATIN SMALL LETTER C WITH CURL"
0x000256	"d"	" ɖ  LATIN SMALL LETTER D WITH TAIL"
0x000257	"d"	" ɗ  LATIN SMALL LETTER D WITH HOOK"
0x000258	"--null--"	" ɘ  LATIN SMALL LETTER REVERSED E"
0x000259	"--null--"	" ə  LATIN SMALL LETTER SCHWA"
0x00025a	"--null--"	" ɚ  LATIN SMALL LETTER SCHWA WITH HOOK"
0x00025b	"e"	" ɛ  LATIN SMALL LETTER OPEN E"
0x00025c	"--null--"	" ɜ  LATIN SMALL LETTER REVERSED OPEN E"
0x00025d	"--null--"	" ɝ  LATIN SMALL LETTER REVERSED OPEN E WITH HOOK"
0x00025e	"--null--"	" ɞ  LATIN SMALL LETTER CLOSED REVERSED OPEN E"
0x00025f	"j"	" ɟ  LATIN SMALL LETTER DOTLESS J WITH STROKE"
0x000260	"g"	" ɠ  LATIN SMALL LETTER G WITH HOOK"
0x000261	"g"	" ɡ  LATIN SMALL LETTER SCRIPT G"
0x000262	"G"	" ɢ  LATIN LETTER SMALL CAPITAL G"
0x000263	"--null--"	" ɣ  LATIN SMALL LETTER GAMMA"
0x000264	"--null--"	" ɤ  LATIN SMALL LETTER RAMS HORN"
0x000265	"--null--"	" ɥ  LATIN SMALL LETTER TURNED H"
0x000266	"h"	" ɦ  LATIN SMALL LETTER H WITH HOOK"
0x000267	"h"	" ɧ  LATIN SMALL LETTER HENG WITH HOOK"
0x000268	"i"	" ɨ  LATIN SMALL LETTER I WITH STROKE"
0x000269	"--null--"	" ɩ  LATIN SMALL LETTER IOTA"
0x00026a	"I"	" ɪ  LATIN LETTER SMALL CAPITAL I"
0x00026b	"l"	" ɫ  LATIN SMALL LETTER L WITH MIDDLE TILDE"
0x00026c	"l"	" ɬ  LATIN SMALL LETTER L WITH BELT"
0x00026d	"l"	" ɭ  LATIN SMALL LETTER L WITH RETROFLEX HOOK"
0x00026e	"--null--"	" ɮ  LATIN SMALL LETTER LEZH"
0x00026f	"--null--"	" ɯ  LATIN SMALL LETTER TURNED M"
0x000270	"--null--"	" ɰ  LATIN SMALL LETTER TURNED M WITH LONG LEG"
0x000271	"m"	" ɱ  LATIN SMALL LETTER M WITH HOOK"
0x000272	"n"	" ɲ  LATIN SMALL LETTER N WITH LEFT HOOK"
0x000273	"n"	" ɳ  LATIN SMALL LETTER N WITH RETROFLEX HOOK"
0x000274	"N"	" ɴ  LATIN LETTER SMALL CAPITAL N"
0x000275	"--null--"	" ɵ  LATIN SMALL LETTER BARRED O"
0x000276	"OE"	" ɶ  LATIN LETTER SMALL CAPITAL OE"
0x000277	"--null--"	" ɷ  LATIN SMALL LETTER CLOSED OMEGA"
0x000278	"--null--"	" ɸ  LATIN SMALL LETTER PHI"
0x000279	"--null--"	" ɹ  LATIN SMALL LETTER TURNED R"
0x00027a	"--null--"	" ɺ  LATIN SMALL LETTER TURNED R WITH LONG LEG"
0x00027b	"--null--"	" ɻ  LATIN SMALL LETTER TURNED R WITH HOOK"
0x00027c	"r"	" ɼ  LATIN SMALL LETTER R WITH LONG LEG"
0x00027d	"r"	" ɽ  LATIN SMALL LETTER R WITH TAIL"
0x00027e	"r"	" ɾ  LATIN SMALL LETTER R WITH FISHHOOK"
0x00027f	"--null--"	" ɿ  LATIN SMALL LETTER REVERSED R WITH FISHHOOK"
0x000280	"R"	" ʀ  LATIN LETTER SMALL CAPITAL R"
0x000281	"--null--"	" ʁ  LATIN LETTER SMALL CAPITAL INVERTED R"
0x000282	"s"	" ʂ  LATIN SMALL LETTER S WITH HOOK"
0x000283	"--null--"	" ʃ  LATIN SMALL LETTER ESH"
0x000284	"--null--"	" ʄ  LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK"
0x000285	"--null--"	" ʅ  LATIN SMALL LETTER SQUAT REVERSED ESH"
0x000286	"--null--"	" ʆ  LATIN SMALL LETTER ESH WITH CURL"
0x000287	"--null--"	" ʇ  LATIN SMALL LETTER TURNED T"
0x000288	"t"	" ʈ  LATIN SMALL LETTER T WITH RETROFLEX HOOK"
0x000289	"u"	" ʉ  LATIN SMALL LETTER U BAR"
0x00028a	"--null--"	" ʊ  LATIN SMALL LETTER UPSILON"
0x00028b	"v"	" ʋ  LATIN SMALL LETTER V WITH HOOK"
0x00028c	"--null--"	" ʌ  LATIN SMALL LETTER TURNED V"
0x00028d	"--null--"	" ʍ  LATIN SMALL LETTER TURNED W"
0x00028e	"--null--"	" ʎ  LATIN SMALL LETTER TURNED Y"
0x00028f	"Y"	" ʏ  LATIN LETTER SMALL CAPITAL Y"
0x000290	"z"	" ʐ  LATIN SMALL LETTER Z WITH RETROFLEX HOOK"
0x000291	"z"	" ʑ  LATIN SMALL LETTER Z WITH CURL"
0x000292	"--null--"	" ʒ  LATIN SMALL LETTER EZH"
0x000293	"--null--"	" ʓ  LATIN SMALL LETTER EZH WITH CURL"
0x000294	"--null--"	" ʔ  LATIN LETTER GLOTTAL STOP"
0x000295	"--null--"	" ʕ  LATIN LETTER PHARYNGEAL VOICED FRICATIVE"
0x000296	"--null--"	" ʖ  LATIN LETTER INVERTED GLOTTAL STOP"
0x000297	"--null--"	" ʗ  LATIN LETTER STRETCHED C"
0x000298	"--null--"	" ʘ  LATIN LETTER BILABIAL CLICK"
0x000299	"B"	" ʙ  LATIN LETTER SMALL CAPITAL B"
0x00029a	"--null--"	" ʚ  LATIN SMALL LETTER CLOSED OPEN E"
0x00029b	"G"	" ʛ  LATIN LETTER SMALL CAPITAL G WITH HOOK"
0x00029c	"H"	" ʜ  LATIN LETTER SMALL CAPITAL H"
0x00029d	"j"	" ʝ  LATIN SMALL LETTER J WITH CROSSED-TAIL"
0x00029e	"--null--"	" ʞ  LATIN SMALL LETTER TURNED K"
0x00029f	"L"	" ʟ  LATIN LETTER SMALL CAPITAL L"
0x0002a0	"q"	" ʠ  LATIN SMALL LETTER Q WITH HOOK"
0x0002a1	"--null--"	" ʡ  LATIN LETTER GLOTTAL STOP WITH STROKE"
0x0002a2	"--null--"	" ʢ  LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE"
0x0002a3	"dz"	" ʣ  LATIN SMALL LETTER DZ DIGRAPH"
0x0002a4	"--null--"	" ʤ  LATIN SMALL LETTER DEZH DIGRAPH"
0x0002a5	"dz"	" ʥ  LATIN SMALL LETTER DZ DIGRAPH WITH CURL"
0x0002a6	"ts"	" ʦ  LATIN SMALL LETTER TS DIGRAPH"
0x0002a7	"--null--"	" ʧ  LATIN SMALL LETTER TESH DIGRAPH"
0x0002a8	"--null--"	" ʨ  LATIN SMALL LETTER TC DIGRAPH WITH CURL"
0x0002a9	"--null--"	" ʩ  LATIN SMALL LETTER FENG DIGRAPH"
0x0002aa	"ls"	" ʪ  LATIN SMALL LETTER LS DIGRAPH"
0x0002ab	"lz"	" ʫ  LATIN SMALL LETTER LZ DIGRAPH"
0x0002ac	"--null--"	" ʬ  LATIN LETTER BILABIAL PERCUSSIVE"
0x0002ad	"--null--"	" ʭ  LATIN LETTER BIDENTAL PERCUSSIVE"
0x0002ae	"--null--"	" ʮ  LATIN SMALL LETTER TURNED H WITH FISHHOOK"
0x0002af	"--null--"	" ʯ  LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL"
0x0002b0	"h"	" ʰ  MODIFIER LETTER SMALL H"
0x0002b1	"--null--"	" ʱ  MODIFIER LETTER SMALL H WITH HOOK"
0x0002b2	"j"	" ʲ  MODIFIER LETTER SMALL J"
0x0002b3	"r"	" ʳ  MODIFIER LETTER SMALL R"
0x0002b4	"--null--"	" ʴ  MODIFIER LETTER SMALL TURNED R"
0x0002b5	"--null--"	" ʵ  MODIFIER LETTER SMALL TURNED R WITH HOOK"
0x0002b6	"--null--"	" ʶ  MODIFIER LETTER SMALL CAPITAL INVERTED R"
0x0002b7	"w"	" ʷ  MODIFIER LETTER SMALL W"
0x0002b8	"y"	" ʸ  MODIFIER LETTER SMALL Y"
0x0002b9	"--null--"	" ʹ  MODIFIER LETTER PRIME"
0x0002ba	"--null--"	" ʺ  MODIFIER LETTER DOUBLE PRIME"
0x0002bb	"--null--"	" ʻ  MODIFIER LETTER TURNED COMMA"
0x0002bc	"'"	" ʼ  MODIFIER LETTER APOSTROPHE"
0x0002bd	"--null--"	" ʽ  MODIFIER LETTER REVERSED COMMA"
0x0002be	"--null--"	" ʾ  MODIFIER LETTER RIGHT HALF RING"
0x0002bf	"--null--"	" ʿ  MODIFIER LETTER LEFT HALF RING"
0x0002c0	"--null--"	" ˀ  MODIFIER LETTER GLOTTAL STOP"
0x0002c1	"--null--"	" ˁ  MODIFIER LETTER REVERSED GLOTTAL STOP"
0x0002c2	"--null--"	" ˂  MODIFIER LETTER LEFT ARROWHEAD"
0x0002c3	"--null--"	" ˃  MODIFIER LETTER RIGHT ARROWHEAD"
0x0002c4	"--null--"	" ˄  MODIFIER LETTER UP ARROWHEAD"
0x0002c5	"--null--"	" ˅  MODIFIER LETTER DOWN ARROWHEAD"
0x0002c6	"^"	" ˆ  MODIFIER LETTER CIRCUMFLEX ACCENT"
0x0002c7	"--null--"	" ˇ  CARON"
0x0002c8	"'"	" ˈ  MODIFIER LETTER VERTICAL LINE"
0x0002c9	"--null--"	" ˉ  MODIFIER LETTER MACRON"
0x0002ca	"--null--"	" ˊ  MODIFIER LETTER ACUTE ACCENT"
0x0002cb	"`"	" ˋ  MODIFIER LETTER GRAVE ACCENT"
0x0002cc	"--null--"	" ˌ  MODIFIER LETTER LOW VERTICAL LINE"
0x0002cd	"_"	" ˍ  MODIFIER LETTER LOW MACRON"
0x0002ce	"--null--"	" ˎ  MODIFIER LETTER LOW GRAVE ACCENT"
0x0002cf	"--null--"	" ˏ  MODIFIER LETTER LOW ACUTE ACCENT"
0x0002d0	":"	" ː  MODIFIER LETTER TRIANGULAR COLON"
0x0002d1	"--null--"	" ˑ  MODIFIER LETTER HALF TRIANGULAR COLON"
0x0002d2	"--null--"	" ˒  MODIFIER LETTER CENTRED RIGHT HALF RING"
0x0002d3	"--null--"	" ˓  MODIFIER LETTER CENTRED LEFT HALF RING"
0x0002d4	"--null--"	" ˔  MODIFIER LETTER UP TACK"
0x0002d5	"--null--"	" ˕  MODIFIER LETTER DOWN TACK"
0x0002d6	"--null--"	" ˖  MODIFIER LETTER PLUS SIGN"
0x0002d7	"--null--"	" ˗  MODIFIER LETTER MINUS SIGN"
0x0002d8	"--null--"	" ˘  BREVE"
0x0002d9	"--null--"	" ˙  DOT ABOVE"
0x0002da	"--null--"	" ˚  RING ABOVE"
0x0002db	"--null--"	" ˛  OGONEK"
0x0002dc	"~"	" ˜  SMALL TILDE"
0x0002dd	"''"	" ˝  DOUBLE ACUTE ACCENT"
0x0002de	"--null--"	" ˞  MODIFIER LETTER RHOTIC HOOK"
0x0002df	"--null--"	" ˟  MODIFIER LETTER CROSS ACCENT"
0x0002e0	"--null--"	" ˠ  MODIFIER LETTER SMALL GAMMA"
0x0002e1	"l"	" ˡ  MODIFIER LETTER SMALL L"
0x0002e2	"s"	" ˢ  MODIFIER LETTER SMALL S"
0x0002e3	"x"	" ˣ  MODIFIER LETTER SMALL X"
0x0002e4	"--null--"	" ˤ  MODIFIER LETTER SMALL REVERSED GLOTTAL STOP"
0x0002e5	"--null--"	" ˥  MODIFIER LETTER EXTRA-HIGH TONE BAR"
0x0002e6	"--null--"	" ˦  MODIFIER LETTER HIGH TONE BAR"
0x0002e7	"--null--"	" ˧  MODIFIER LETTER MID TONE BAR"
0x0002e8	"--null--"	" ˨  MODIFIER LETTER LOW TONE BAR"
0x0002e9	"--null--"	" ˩  MODIFIER LETTER EXTRA-LOW TONE BAR"
0x0002ea	"--null--"	" ˪  MODIFIER LETTER YIN DEPARTING TONE MARK"
0x0002eb	"--null--"	" ˫  MODIFIER LETTER YANG DEPARTING TONE MARK"
0x0002ec	"--null--"	" ˬ  MODIFIER LETTER VOICING"
0x0002ed	"--null--"	" ˭  MODIFIER LETTER UNASPIRATED"
0x0002ee	"--null--"	" ˮ  MODIFIER LETTER DOUBLE APOSTROPHE"
0x0002ef	"--null--"	" ˯  MODIFIER LETTER LOW DOWN ARROWHEAD"
0x0002f0	"--null--"	" ˰  MODIFIER LETTER LOW UP ARROWHEAD"
0x0002f1	"--null--"	" ˱  MODIFIER LETTER LOW LEFT ARROWHEAD"
0x0002f2	"--null--"	" ˲  MODIFIER LETTER LOW RIGHT ARROWHEAD"
0x0002f3	"--null--"	" ˳  MODIFIER LETTER LOW RING"
0x0002f4	"--null--"	" ˴  MODIFIER LETTER MIDDLE GRAVE ACCENT"
0x0002f5	"--null--"	" ˵  MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT"
0x0002f6	"--null--"	" ˶  MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT"
0x0002f7	"--null--"	" ˷  MODIFIER LETTER LOW TILDE"
0x0002f8	"--null--"	" ˸  MODIFIER LETTER RAISED COLON"
0x0002f9	"--null--"	" ˹  MODIFIER LETTER BEGIN HIGH TONE"
